steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28,trial_29,trial_30,trial_31,trial_32,trial_33,trial_34,trial_35,trial_36,trial_37,trial_38,trial_39,trial_40,trial_41,trial_42,trial_43,trial_44,trial_45,trial_46,trial_47,trial_48,trial_49,trial_50,trial_51
0.0,5.659590244293213,26.06021499633789,24.206058502197266,3.551205635070801,24.381572723388672,25.24798583984375,22.904619216918945,23.205829620361328,20.361244201660156,5.436698913574219,23.75769805908203,23.605976104736328,14.900619506835938,4.284371376037598,39.48065185546875,11.61447811126709,11.175546646118164,13.062265396118164,20.859821319580078,12.516582489013672,30.621231079101562,16.870220184326172,12.008752822875977,16.727144241333008,30.366870880126953,27.533985137939453,4.029427528381348,23.41136932373047,19.937116622924805,4.43222713470459,17.344379425048828,30.81283950805664,29.214832305908203,8.560333251953125,19.13614845275879,17.62757110595703,9.370306015014648,9.371320724487305,15.618865966796875,7.7243499755859375,19.97760009765625,12.78360366821289,9.0764799118042,14.895511627197266,13.307378768920898,16.089614868164062,3.8655829429626465,12.270563125610352,10.179352760314941,12.686513900756836,15.486466407775879,13.59727954864502
63.1578947368421,5.659590244293213,41.74405386420175,45.23810273489197,15.474240412456066,48.46013053229166,70.01996729934129,48.837758887177216,46.17011503270152,44.483383249958784,38.459230956383934,50.11658911395968,32.87968930573433,14.900619506835938,38.89654507437601,50.242556720739536,39.973687803745456,35.94582826855259,33.31532610939354,48.03154206722004,31.960204836356972,59.33188889077742,29.204970225436597,12.008752822875977,34.431585162229375,56.19586028697914,31.48909144833445,13.978746363631506,30.291785544090057,66.82981283572225,37.601871499779264,57.723633252627,80.55401957017727,54.19256802912844,30.604145953765183,19.13614845275879,52.71530134306871,28.793721122546316,36.94559204268721,15.618865966796875,25.69719022848016,47.68988934187764,12.78360366821289,66.58137429158839,47.60329072644926,72.72251342387565,34.0362351313549,29.868877816446833,42.18454068199942,22.65749527980214,21.788411786680054,43.31559912319262,78.29107730516883
126.3157894736842,40.8610120406801,157.04275404292338,230.90826661651528,76.31807237355332,198.2280444497418,167.91715173860175,176.5579848501487,227.3675578185088,159.02641222179827,113.37967374790364,141.26529897194817,121.59205604257836,54.32584998272632,110.42079850676,215.11209054518707,189.4279693052693,226.211138264677,136.62698098929596,134.67970008285886,153.82013297554403,169.35726185697385,143.03088221443775,53.56688164597367,158.33893306776483,152.63832962437456,150.835711136125,111.77421753043411,213.08188014698175,131.71806724770224,111.9823354966134,123.14353460300792,174.0827205033342,195.0155922561612,127.44549634147242,61.44512922814463,148.6264933680106,154.06715390522604,144.08908855337725,47.4031667813933,129.68541152348732,250.7237859463302,45.99048473658744,117.78408573305958,154.88231923332313,214.0845493916275,239.68208986620687,151.66087952957815,204.14439308132813,127.34750339401216,85.25286196599902,222.44198033023642,175.61075617730276
189.4736842105263,165.08338049275164,228.42942087890037,278.73312360928384,261.4743290381269,298.5534733272474,213.72277693674164,255.03982126034924,281.22830448756537,224.9712104867067,196.9947441498547,237.29226974093802,285.05822440142236,209.64613368485703,192.0503948384892,227.3100129045063,225.6789551365338,310.07932050920664,246.88432502118764,243.69147291710078,200.56651859254507,288.1038888791826,249.85823101915202,228.91640578571813,259.0354927950758,275.0216106978143,265.60767608508064,238.37479838050766,301.30185415386865,199.64468043672915,201.9839037158603,257.04314242028795,191.79705899562933,257.3392337165201,245.4864281713379,231.98713419601134,216.666387708165,234.66905686155235,273.37151910512534,138.36137205604095,250.32749096467285,316.01337915788093,167.8224847525387,202.54493053385275,210.5497122813608,287.1330956716796,301.99479926705504,267.3653658307138,339.4348644051312,291.97163502150204,216.64469627307577,348.999349918269,219.80957759293165
252.6315789473684,255.1760113549689,330.4820165350779,384.5305594320299,324.72379656155243,403.0061191627533,274.87055162850953,420.4428755846386,378.105902097585,287.3151734200029,276.57936520434697,363.43196306900853,374.2786349419879,312.89616000841227,207.92410693389417,365.580413382366,365.6842362332544,420.3689851756743,333.9742710822002,245.2999129233733,333.97228138974543,391.3847478494867,342.4945415343948,285.91007308904346,229.45202749919306,357.21056857513247,328.40438474288226,310.4780863375187,388.5679289360971,279.0404910212558,262.0050457865118,321.1427846321096,357.5189966340787,324.9122407434791,317.2427736067928,332.70517299018496,302.2530903005496,343.41256762744086,322.12088354278364,252.89408528263886,372.6145333738339,395.7513808883427,282.48728775178625,302.7113433474875,332.1451781077056,363.1894872365887,398.7543994304445,324.9652809708353,395.7323187185403,363.1945659077749,329.1472702928431,419.8101553713905,282.3679343364887
315.7894736842105,366.3076188932033,327.8549991841519,369.08852205913416,341.45700040614634,396.45645288466505,318.5625052286474,394.9030785469365,429.1671959791968,362.57772857196187,385.6212406683113,443.3341390903185,434.09923416652225,348.9677055602939,356.9831373972111,414.5154905731032,390.8616570612257,462.3409928289323,376.9174950354723,370.53344731044604,367.24913543130214,432.0539178754034,310.8055333951104,368.1372546075334,278.29698810047853,418.3535090809747,408.7731538163573,354.5188359127629,379.3582832093334,323.6120271195815,362.7183463944345,430.16923393311345,421.991595231401,371.5857315249895,365.00541825605706,364.8153837709614,343.3837377282835,442.49219925902565,411.16641295394425,302.3579894437633,359.81591776758137,442.71478102312255,360.47234830734874,351.9898000507117,386.28417336571385,448.76356459960635,434.0278405439259,449.8683869636365,413.4201232866753,450.50713085057447,263.5916147868445,441.0034258099104,435.0995817031261
378.9473684210526,404.357421875,332.5426025390625,428.47662353515625,342.1387023925781,452.1605224609375,330.5440368652344,443.7915344238281,415.1536865234375,430.69793701171875,411.6326904296875,465.6643981933594,443.9825134277344,448.19710985005685,339.944091796875,416.96295166015625,417.08642578125,423.04498291015625,339.9678649902344,380.969970703125,448.974853515625,467.5947265625,443.5274658203125,452.7547569966298,332.4056091308594,388.0370178222656,422.12420654296875,428.4129638671875,433.985107421875,307.3096923828125,398.5780944824219,386.09027099609375,418.8638000488281,378.30877685546875,337.19586181640625,450.94962861635963,344.34649658203125,416.4061279296875,454.4632568359375,363.0463068599334,368.9156799316406,444.7188415527344,419.2743239756211,449.91864013671875,460.7018127441406,428.1214904785156,400.2655334472656,407.6084899902344,416.44195556640625,424.9990234375,376.15753173828125,449.9835510253906,427.1396484375
442.10526315789474,404.357421875,332.5426025390625,428.47662353515625,342.1387023925781,452.1605224609375,330.5440368652344,443.7915344238281,415.1536865234375,430.69793701171875,411.6326904296875,465.6643981933594,443.9825134277344,406.21063232421875,339.944091796875,416.96295166015625,417.08642578125,423.04498291015625,339.9678649902344,380.969970703125,448.974853515625,467.5947265625,443.5274658203125,394.86956787109375,332.4056091308594,388.0370178222656,422.12420654296875,428.4129638671875,433.985107421875,307.3096923828125,398.5780944824219,386.09027099609375,418.8638000488281,378.30877685546875,337.19586181640625,394.53314208984375,344.34649658203125,416.4061279296875,454.4632568359375,419.1055908203125,368.9156799316406,444.7188415527344,416.35321044921875,449.91864013671875,460.7018127441406,428.1214904785156,400.2655334472656,407.6084899902344,416.44195556640625,424.9990234375,376.15753173828125,449.9835510253906,427.1396484375
505.2631578947368,404.357421875,332.5426025390625,428.47662353515625,342.1387023925781,452.1605224609375,330.5440368652344,443.7915344238281,415.1536865234375,430.69793701171875,411.6326904296875,465.6643981933594,443.9825134277344,406.21063232421875,339.944091796875,416.96295166015625,417.08642578125,423.04498291015625,339.9678649902344,380.969970703125,448.974853515625,467.5947265625,443.5274658203125,394.86956787109375,332.4056091308594,388.0370178222656,422.12420654296875,428.4129638671875,433.985107421875,307.3096923828125,398.5780944824219,386.09027099609375,418.8638000488281,378.30877685546875,337.19586181640625,394.53314208984375,344.34649658203125,416.4061279296875,454.4632568359375,419.1055908203125,368.9156799316406,444.7188415527344,416.35321044921875,449.91864013671875,460.7018127441406,428.1214904785156,400.2655334472656,407.6084899902344,416.44195556640625,424.9990234375,376.15753173828125,449.9835510253906,427.1396484375
568.421052631579,404.357421875,332.5426025390625,428.47662353515625,342.1387023925781,452.1605224609375,330.5440368652344,443.7915344238281,415.1536865234375,430.69793701171875,411.6326904296875,465.6643981933594,443.9825134277344,406.21063232421875,339.944091796875,416.96295166015625,417.08642578125,423.04498291015625,339.9678649902344,380.969970703125,448.974853515625,467.5947265625,443.5274658203125,394.86956787109375,332.4056091308594,388.0370178222656,422.12420654296875,428.4129638671875,433.985107421875,307.3096923828125,398.5780944824219,386.09027099609375,418.8638000488281,378.30877685546875,337.19586181640625,394.53314208984375,344.34649658203125,416.4061279296875,454.4632568359375,419.1055908203125,368.9156799316406,444.7188415527344,416.35321044921875,449.91864013671875,460.7018127441406,428.1214904785156,400.2655334472656,407.6084899902344,416.44195556640625,424.9990234375,376.15753173828125,449.9835510253906,427.1396484375
631.578947368421,404.357421875,332.5426025390625,428.47662353515625,342.1387023925781,452.1605224609375,330.5440368652344,443.7915344238281,415.1536865234375,430.69793701171875,411.6326904296875,465.6643981933594,443.9825134277344,406.21063232421875,339.944091796875,416.96295166015625,417.08642578125,423.04498291015625,339.9678649902344,380.969970703125,448.974853515625,467.5947265625,443.5274658203125,394.86956787109375,332.4056091308594,388.0370178222656,422.12420654296875,428.4129638671875,433.985107421875,307.3096923828125,398.5780944824219,386.09027099609375,418.8638000488281,378.30877685546875,337.19586181640625,394.53314208984375,344.34649658203125,416.4061279296875,454.4632568359375,419.1055908203125,368.9156799316406,444.7188415527344,416.35321044921875,449.91864013671875,460.7018127441406,428.1214904785156,400.2655334472656,407.6084899902344,416.44195556640625,424.9990234375,376.15753173828125,449.9835510253906,427.1396484375
694.7368421052631,404.357421875,332.5426025390625,428.47662353515625,342.1387023925781,452.1605224609375,330.5440368652344,443.7915344238281,415.1536865234375,430.69793701171875,411.6326904296875,465.6643981933594,443.9825134277344,406.21063232421875,339.944091796875,416.96295166015625,417.08642578125,423.04498291015625,339.9678649902344,380.969970703125,448.974853515625,467.5947265625,443.5274658203125,394.86956787109375,332.4056091308594,388.0370178222656,422.12420654296875,428.4129638671875,433.985107421875,307.3096923828125,398.5780944824219,386.09027099609375,418.8638000488281,378.30877685546875,337.19586181640625,394.53314208984375,344.34649658203125,416.4061279296875,454.4632568359375,419.1055908203125,368.9156799316406,444.7188415527344,416.35321044921875,449.91864013671875,460.7018127441406,428.1214904785156,400.2655334472656,407.6084899902344,416.44195556640625,424.9990234375,376.15753173828125,449.9835510253906,427.1396484375
757.8947368421052,404.357421875,332.5426025390625,428.47662353515625,342.1387023925781,452.1605224609375,330.5440368652344,443.7915344238281,415.1536865234375,430.69793701171875,411.6326904296875,465.6643981933594,443.9825134277344,406.21063232421875,339.944091796875,416.96295166015625,417.08642578125,423.04498291015625,339.9678649902344,380.969970703125,448.974853515625,467.5947265625,443.5274658203125,394.86956787109375,332.4056091308594,388.0370178222656,422.12420654296875,428.4129638671875,433.985107421875,307.3096923828125,398.5780944824219,386.09027099609375,418.8638000488281,378.30877685546875,337.19586181640625,394.53314208984375,344.34649658203125,416.4061279296875,454.4632568359375,419.1055908203125,368.9156799316406,444.7188415527344,416.35321044921875,449.91864013671875,460.7018127441406,428.1214904785156,400.2655334472656,407.6084899902344,416.44195556640625,424.9990234375,376.15753173828125,449.9835510253906,427.1396484375
821.0526315789473,404.357421875,332.5426025390625,428.47662353515625,342.1387023925781,452.1605224609375,330.5440368652344,443.7915344238281,415.1536865234375,430.69793701171875,411.6326904296875,465.6643981933594,443.9825134277344,406.21063232421875,339.944091796875,416.96295166015625,417.08642578125,423.04498291015625,339.9678649902344,380.969970703125,448.974853515625,467.5947265625,443.5274658203125,394.86956787109375,332.4056091308594,388.0370178222656,422.12420654296875,428.4129638671875,433.985107421875,307.3096923828125,398.5780944824219,386.09027099609375,418.8638000488281,378.30877685546875,337.19586181640625,394.53314208984375,344.34649658203125,416.4061279296875,454.4632568359375,419.1055908203125,368.9156799316406,444.7188415527344,416.35321044921875,449.91864013671875,460.7018127441406,428.1214904785156,400.2655334472656,407.6084899902344,416.44195556640625,424.9990234375,376.15753173828125,449.9835510253906,427.1396484375
884.2105263157895,404.357421875,332.5426025390625,428.47662353515625,342.1387023925781,452.1605224609375,330.5440368652344,443.7915344238281,415.1536865234375,430.69793701171875,411.6326904296875,465.6643981933594,443.9825134277344,406.21063232421875,339.944091796875,416.96295166015625,417.08642578125,423.04498291015625,339.9678649902344,380.969970703125,448.974853515625,467.5947265625,443.5274658203125,394.86956787109375,332.4056091308594,388.0370178222656,422.12420654296875,428.4129638671875,433.985107421875,307.3096923828125,398.5780944824219,386.09027099609375,418.8638000488281,378.30877685546875,337.19586181640625,394.53314208984375,344.34649658203125,416.4061279296875,454.4632568359375,419.1055908203125,368.9156799316406,444.7188415527344,416.35321044921875,449.91864013671875,460.7018127441406,428.1214904785156,400.2655334472656,407.6084899902344,416.44195556640625,424.9990234375,376.15753173828125,449.9835510253906,427.1396484375
947.3684210526316,404.357421875,332.5426025390625,428.47662353515625,342.1387023925781,452.1605224609375,330.5440368652344,443.7915344238281,415.1536865234375,430.69793701171875,411.6326904296875,465.6643981933594,443.9825134277344,406.21063232421875,339.944091796875,416.96295166015625,417.08642578125,423.04498291015625,339.9678649902344,380.969970703125,448.974853515625,467.5947265625,443.5274658203125,394.86956787109375,332.4056091308594,388.0370178222656,422.12420654296875,428.4129638671875,433.985107421875,307.3096923828125,398.5780944824219,386.09027099609375,418.8638000488281,378.30877685546875,337.19586181640625,394.53314208984375,344.34649658203125,416.4061279296875,454.4632568359375,419.1055908203125,368.9156799316406,444.7188415527344,416.35321044921875,449.91864013671875,460.7018127441406,428.1214904785156,400.2655334472656,407.6084899902344,416.44195556640625,424.9990234375,376.15753173828125,449.9835510253906,427.1396484375
1010.5263157894736,404.357421875,332.5426025390625,428.47662353515625,342.1387023925781,452.1605224609375,330.5440368652344,443.7915344238281,415.1536865234375,430.69793701171875,411.6326904296875,465.6643981933594,443.9825134277344,406.21063232421875,339.944091796875,416.96295166015625,417.08642578125,423.04498291015625,339.9678649902344,380.969970703125,448.974853515625,467.5947265625,443.5274658203125,394.86956787109375,332.4056091308594,388.0370178222656,422.12420654296875,428.4129638671875,433.985107421875,307.3096923828125,398.5780944824219,386.09027099609375,418.8638000488281,378.30877685546875,337.19586181640625,394.53314208984375,344.34649658203125,416.4061279296875,454.4632568359375,419.1055908203125,368.9156799316406,444.7188415527344,416.35321044921875,449.91864013671875,460.7018127441406,428.1214904785156,400.2655334472656,407.6084899902344,416.44195556640625,424.9990234375,376.15753173828125,449.9835510253906,427.1396484375
1073.6842105263158,404.357421875,332.5426025390625,428.47662353515625,342.1387023925781,452.1605224609375,330.5440368652344,443.7915344238281,415.1536865234375,430.69793701171875,411.6326904296875,465.6643981933594,443.9825134277344,406.21063232421875,339.944091796875,416.96295166015625,417.08642578125,423.04498291015625,339.9678649902344,380.969970703125,448.974853515625,467.5947265625,443.5274658203125,394.86956787109375,332.4056091308594,388.0370178222656,422.12420654296875,428.4129638671875,433.985107421875,307.3096923828125,398.5780944824219,386.09027099609375,418.8638000488281,378.30877685546875,337.19586181640625,394.53314208984375,344.34649658203125,416.4061279296875,454.4632568359375,419.1055908203125,368.9156799316406,444.7188415527344,416.35321044921875,449.91864013671875,460.7018127441406,428.1214904785156,400.2655334472656,407.6084899902344,416.44195556640625,424.9990234375,376.15753173828125,449.9835510253906,427.1396484375
1136.842105263158,404.357421875,332.5426025390625,428.47662353515625,342.1387023925781,452.1605224609375,330.5440368652344,443.7915344238281,415.1536865234375,430.69793701171875,411.6326904296875,465.6643981933594,443.9825134277344,406.21063232421875,339.944091796875,416.96295166015625,417.08642578125,423.04498291015625,339.9678649902344,380.969970703125,448.974853515625,467.5947265625,443.5274658203125,394.86956787109375,332.4056091308594,388.0370178222656,422.12420654296875,428.4129638671875,433.985107421875,307.3096923828125,398.5780944824219,386.09027099609375,418.8638000488281,378.30877685546875,337.19586181640625,394.53314208984375,344.34649658203125,416.4061279296875,454.4632568359375,419.1055908203125,368.9156799316406,444.7188415527344,416.35321044921875,449.91864013671875,460.7018127441406,428.1214904785156,400.2655334472656,407.6084899902344,416.44195556640625,424.9990234375,376.15753173828125,449.9835510253906,427.1396484375
1200.0,404.357421875,332.5426025390625,428.47662353515625,342.1387023925781,452.1605224609375,330.5440368652344,443.7915344238281,415.1536865234375,430.69793701171875,411.6326904296875,465.6643981933594,443.9825134277344,406.21063232421875,339.944091796875,416.96295166015625,417.08642578125,423.04498291015625,339.9678649902344,380.969970703125,448.974853515625,467.5947265625,443.5274658203125,394.86956787109375,332.4056091308594,388.0370178222656,422.12420654296875,428.4129638671875,433.985107421875,307.3096923828125,398.5780944824219,386.09027099609375,418.8638000488281,378.30877685546875,337.19586181640625,394.53314208984375,344.34649658203125,416.4061279296875,454.4632568359375,419.1055908203125,368.9156799316406,444.7188415527344,416.35321044921875,449.91864013671875,460.7018127441406,428.1214904785156,400.2655334472656,407.6084899902344,416.44195556640625,424.9990234375,376.15753173828125,449.9835510253906,427.1396484375
